title,authors,categories,published_year,average_rating,num_pages,ratings_count
The Street Lawyer,John Grisham,Fiction,2005.0,3.83,384.0,86911.0
The Summons,John Grisham,Fiction,2005.0,3.69,384.0,56780.0
The Rainmaker,John Grisham,Fiction,2005.0,3.93,419.0,146553.0
The King of Torts,John Grisham,Fiction,2005.0,3.67,276.0,65756.0
The Chamber,John Grisham,Fiction,2005.0,3.78,632.0,109897.0
The Brethren,John Grisham,Fiction,2005.0,3.73,384.0,73858.0
The Runaway Jury,John Grisham,Fiction,2006.0,3.97,358.0,239779.0
The Pelican Brief,John Grisham,Fiction,2006.0,3.98,400.0,323142.0
A Breath of Snow and Ashes,Diana Gabaldon,Fiction,2006.0,4.44,980.0,100326.0
Texas! Trilogy,Sandra Brown,Fiction,1992.0,4.28,600.0,928.0
The Handmaid's Tale,Margaret Atwood,Fiction,1998.0,4.09,344.0,932832.0
The Robber Bride,Margaret Atwood,Fiction,1998.0,3.83,528.0,33398.0
Surfacing,Margaret Atwood,Fiction,1998.0,3.46,244.0,17504.0
Lady Oracle,Margaret Atwood,Fiction,1998.0,3.68,346.0,9250.0
The Girl in the Flammable Skirt,Aimee Bender,Fiction,1999.0,3.88,192.0,6441.0
An Invisible Sign of My Own,Aimee Bender,Fiction,2001.0,3.68,256.0,3624.0
Moral Disorder,Margaret Atwood,Fiction,2006.0,3.63,255.0,7927.0
The Da Vinci Code,Dan Brown,Fiction,2003.0,3.82,522.0,2775.0
A Map of the World,Jane Hamilton,Fiction,1995.0,3.8,400.0,67012.0
Willful Creatures,Aimee Bender,Fiction,2006.0,3.99,208.0,4119.0
Good Faith,Jane Smiley,Fiction,2004.0,3.25,432.0,1807.0
Oryx and Crake,Margaret Atwood,Fiction,2004.0,4.01,389.0,176663.0
Atonement,Ian McEwan,Fiction,2003.0,3.89,351.0,379336.0
The Age of Grief,Jane Smiley,Fiction,2002.0,3.82,224.0,1341.0
Forever in Blue,Ann Brashares,Juvenile Fiction,2007.0,3.81,384.0,60767.0
The Second Summer of the Sisterhood,Ann Brashares,Juvenile Fiction,2004.0,3.79,373.0,72687.0
Frogs and French Kisses,Sarah Mlynowski,Juvenile Fiction,2006.0,3.97,288.0,4827.0
Bras & Broomsticks,Sarah Mlynowski,Juvenile Fiction,2005.0,3.72,310.0,8615.0
Messenger,Lois Lowry,Juvenile Fiction,2004.0,3.91,169.0,89571.0
The Giver,Lois Lowry,Juvenile Fiction,2006.0,4.12,208.0,1464909.0
Gathering Blue,Lois Lowry,Juvenile Fiction,2006.0,3.81,240.0,127855.0
Code Orange,Caroline B. Cooney,Juvenile Fiction,2005.0,3.64,200.0,5732.0
Spells and Sleeping Bags,Sarah Mlynowski,Juvenile Fiction,2007.0,4.05,324.0,4329.0
The Annotated Huckleberry Finn,Mark Twain,Fiction,2001.0,3.81,656.0,181.0
The Complete Plays,Anton Pavlovich Chekhov,Drama,2006.0,4.49,1060.0,215.0
The Annotated Christmas Carol,Charles Dickens,Fiction,2004.0,4.04,266.0,251.0
Trainspotting,Irvine Welsh,Fiction,2002.0,4.09,340.0,518.0
"Three Plays of Euripides: Alcestis, Medea, The Bacchae",Euripides,Drama,1974.0,3.95,144.0,235.0
The Wanting Seed,Anthony Burgess,Fiction,1963.0,3.78,288.0,4701.0
Marabou Stork Nightmares,Irvine Welsh,Fiction,1997.0,3.86,288.0,8369.0
The Doctor Is Sick,Anthony Burgess,Fiction,1997.0,3.63,260.0,932.0
Filth,Irvine Welsh,Fiction,1998.0,3.74,393.0,19875.0
Fanny,Erica Jong,Fiction,2003.0,3.79,512.0,943.0
Fight Club: A Novel,Chuck Palahniuk,Fiction,2005.0,4.2,218.0,384407.0
Anton Chekhov's Selected Plays,Anton Pavlovich Chekhov,Drama,2005.0,4.01,674.0,95.0
Dracula,Bram Stoker,Fiction,1997.0,3.99,488.0,724147.0
Sense and Sensibility,Jane Austen,Fiction,2002.0,4.07,269.0,740.0
1 Henry IV,William Shakespeare,Drama,2003.0,3.82,432.0,89.0
The Scarlet Letter And Other Writings,Nathaniel Hawthorne,Fiction,2005.0,3.63,768.0,2446.0
The Castle in the Forest,Norman Mailer,Fiction,2007.0,3.13,477.0,2258.0
Hawthorne's Short Stories,Nathaniel Hawthorne,Fiction,1946.0,4.06,384.0,1139.0
The Ravishing of Lol Stein,Marguerite Duras,Fiction,1986.0,3.67,181.0,1939.0
The Simple Art of Murder,Raymond Chandler,Fiction,1950.0,4.16,384.0,4794.0
The Long Goodbye,Raymond Chandler,Fiction,1992.0,4.22,379.0,25244.0
The High Window,Raymond Chandler,Fiction,1988.0,4.08,265.0,12648.0
"Farewell, My Lovely",Raymond Chandler,Fiction,1992.0,4.15,292.0,24015.0
The Big Sleep,Raymond Chandler,Fiction,1992.0,4.01,231.0,97885.0
Happy Birthday to You!,Dr. Seuss,Juvenile Fiction,1959.0,4.12,64.0,4130.0
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,Juvenile Fiction,1938.0,4.04,56.0,12794.0
"Richard Brautigan's Trout Fishing in America ; The Pill Versus the Springhill Mine Disaster ; And, In Watermelon Sugar",Richard Brautigan,Fiction,1989.0,4.15,400.0,8532.0
"Richard Brautigan's A Confederate General from Big Sur, Dreaming of Babylon, and The Hawkline Monster",Richard Brautigan,Fiction,1991.0,4.25,608.0,1691.0
Sauron Defeated,John Ronald Reuel Tolkien,Fiction,1992.0,4.0,496.0,2508.0
Morgoth's Ring: The legends of Aman,John Ronald Reuel Tolkien,Fiction,1993.0,4.12,478.0,1573.0
Revenge of the Lawn,Richard Brautigan,Fiction,1995.0,4.29,544.0,2026.0
The War of the Jewels,John Ronald Reuel Tolkien,Fiction,1994.0,3.92,470.0,3300.0
Roverandom,John Ronald Reuel Tolkien,Fiction,1998.0,3.87,128.0,453.0
Three Complete Novels,Dick Francis,Fiction,1997.0,4.21,707.0,29.0
Three Complete Novels,Dean Ray Koontz,Fiction,2000.0,4.17,784.0,19345.0
Three Complete Novels,Nora Roberts,Fiction,2001.0,4.4,852.0,660.0
White Lies,Jayne Ann Krentz,Fiction,2007.0,4.01,371.0,7437.0
Book of the Dead,Patricia Daniels Cornwell,Fiction,2007.0,3.65,511.0,22475.0
Under Orders,Dick Francis,Fiction,2006.0,3.86,308.0,3985.0
The Navigator,Clive Cussler,Fiction,2007.0,3.93,437.0,5941.0
Lord of the Flies,William Golding,Fiction,2003.0,3.67,336.0,1122.0
The Truth,Terry Pratchett,Drama,2002.0,4.28,336.0,41665.0
Shattered,Dean Ray Koontz,Fiction,1985.0,3.9,289.0,19255.0
The Regatta Mystery and Other Stories,Agatha Christie,Fiction,1984.0,3.95,214.0,5701.0
The Bone Yard,Dean Koontz,Fiction,1991.0,4.01,329.0,260.0
Shadow Fires,Dean Ray Koontz,Fiction,1987.0,3.78,528.0,9527.0
Without Remorse,Tom Clancy,Fiction,1994.0,4.18,750.0,51824.0
Debt of Honor,Tom Clancy,Fiction,1995.0,4.05,990.0,37878.0
Mind Prey,John Sandford,Fiction,1996.0,4.21,354.0,14337.0
Airborne,Tom Clancy,History,1997.0,3.76,326.0,431.0
Hocus Pocus,Kurt Vonnegut,Fiction,1997.0,3.82,322.0,24973.0
Here on Earth,Alice Hoffman,Fiction,1999.0,3.69,336.0,41850.0
Rainbow Six,Tom Clancy,Fiction,1999.0,4.08,912.0,38753.0
The Raphael Affair,Iain Pears,Fiction,2001.0,3.55,257.0,98.0
The Bear and the Dragon,Tom Clancy,Fiction,2001.0,3.82,1137.0,20248.0
Phantoms,Dean Ray Koontz,Fiction,2001.0,3.94,448.0,59938.0
Strangers,Dean Koontz,Fiction,2002.0,4.0,704.0,38003.0
Stephen King's Danse Macabre,Stephen King,Fiction,2001.0,3.63,400.0,20474.0
Chosen Prey,John Sandford,Fiction,2002.0,4.24,383.0,22258.0
Picture Perfect,Jodi Picoult,Fiction,2002.0,3.54,369.0,45142.0
Shadowland,Peter Straub,Fiction,2003.0,3.91,468.0,10062.0
Floating Dragon,Peter Straub,Fiction,2003.0,3.84,595.0,10510.0
Practical Magic,Alice Hoffman,Fiction,2003.0,3.79,286.0,49141.0
Lightning,Dean Ray Koontz,Fiction,2003.0,4.07,384.0,47491.0
Goddess of the Sea,P. C. Cast,Fiction,2003.0,3.88,368.0,7583.0
The Sea Hunters II,Clive Cussler;Craig Dirgo,History,2003.0,3.84,464.0,1286.0
Raise the Titanic!,Clive Cussler,Fiction,2004.0,3.97,545.0,20805.0
Field of Thirteen,Dick Francis,Fiction,2004.0,3.73,304.0,1987.0
The Bad Place,Dean Koontz,Fiction,2004.0,3.89,427.0,29473.0
Slay Ride,Dick Francis,Fiction,2004.0,3.79,288.0,2142.0
Jane's Warlord,Angela Knight,Fiction,2004.0,3.97,320.0,2540.0
The Mediterranean Caper,Clive Cussler,Fiction,2004.0,3.77,391.0,14660.0
10 Lb. Penalty,Dick Francis,Fiction,2004.0,3.89,320.0,3363.0
Goddess of Spring,P. C. Cast,Fiction,2004.0,4.22,360.0,7259.0
Guilty Pleasures,Laurell K. Hamilton,Fiction,2004.0,4.02,355.0,112848.0
Odds Against,Dick Francis,Fiction,2005.0,4.05,288.0,3613.0
Pattern Recognition,William Gibson,Fiction,2005.0,3.87,367.0,37313.0
Master of the Night,Angela Knight,Fiction,2004.0,3.88,296.0,4597.0
Blood Sport,Dick Francis,Fiction,2004.0,3.87,288.0,4475.0
Trojan Odyssey,Clive Cussler,Fiction,2004.0,3.93,463.0,14788.0
Break in,Dick Francis,Fiction,2005.0,4.03,320.0,3608.0
Murder on the Orient Express,Agatha Christie,Fiction,2004.0,4.16,322.0,144452.0
Goddess of Light,P. C. Cast,Fiction,2005.0,4.04,355.0,5423.0
Master of the Moon,Angela Knight,Fiction,2005.0,4.13,336.0,2859.0
Hideaway,Dean Ray Koontz,Fiction,2005.0,3.83,413.0,29475.0
Lost City,Clive Cussler,Fiction,2005.0,3.89,515.0,211.0
Danse Macabre,Laurell K. Hamilton,Fiction,2006.0,3.81,483.0,788.0
Goddess of the Rose,P. C. Cast,Fiction,2006.0,4.14,345.0,5367.0
Master of Swords,Angela Knight,Fiction,2006.0,4.2,294.0,2784.0
Rat Race,Dick Francis,Fiction,2006.0,3.94,304.0,2308.0
Mysteria,MaryJanice Davidson,Fiction,2006.0,3.72,340.0,3006.0
Skeleton Coast,Clive Cussler,Fiction,2006.0,4.12,373.0,7355.0
Strange Candy,Laurell K. Hamilton,Fiction,2006.0,3.75,257.0,15140.0
Cause of Death,Patricia Daniels Cornwell,Fiction,2007.0,3.93,356.0,37965.0
Master of Dragons,Angela Knight,Fiction,2007.0,4.22,293.0,3155.0
Eyes of Prey,John Sandford,Fiction,2007.0,4.18,358.0,18139.0
At Risk,Patricia Daniels Cornwell,Fiction,2007.0,3.4,289.0,9832.0
Goddess of Love,P. C. Cast,Fiction,2007.0,4.05,292.0,4359.0
The Harlequin,Laurell K. Hamilton,Fiction,2007.0,3.91,422.0,37413.0
Harry Potter and the Chamber of Secrets (Book 2),"Rowling, J.K.",Juvenile Fiction,2015.0,4.41,341.0,2115562.0
Castle,Garth Nix,Juvenile Fiction,2000.0,3.87,215.0,5656.0
The Violet Keystone,Garth Nix,Juvenile Fiction,2001.0,3.97,233.0,4984.0
The Pen is Mightier Than the Sword,Anne Mazer,Juvenile Fiction,2001.0,3.96,128.0,1063.0
"Mary, Queen of Scots, Queen Without a Country",Kathryn Lasky,Juvenile Fiction,2002.0,3.82,202.0,4682.0
No More Dead Dogs,Gordon Korman,Drama,2001.0,3.71,180.0,11.0
Harry Potter and the Order of the Phoenix (Book 5),"Rowling, J.K.",Juvenile Fiction,2015.0,4.49,870.0,1996446.0
The Journey,Kathryn Lasky,Juvenile Fiction,2003.0,4.0,242.0,10946.0
The Rescue,Kathryn Lasky,Juvenile Fiction,2004.0,4.07,198.0,9852.0
The Summit,Gordon Korman,Juvenile Fiction,2002.0,3.96,154.0,2515.0
Drowned Wednesday,Garth Nix,Juvenile Fiction,2006.0,3.86,389.0,22909.0
The Seventh Tower,Garth Nix,Juvenile Fiction,2004.0,4.12,649.0,61.0
"Anacaona, Golden Flower",Edwidge Danticat,Juvenile Fiction,2005.0,3.74,187.0,1651.0
The Discovery,Gordon Korman,Juvenile Fiction,2003.0,3.72,141.0,1820.0
The Deep,Gordon Korman,Juvenile Fiction,2003.0,3.78,148.0,1404.0
Catwings,Ursula K. Le Guin,Juvenile Fiction,2003.0,4.08,40.0,6304.0
Harry Potter and the Sorcerer's Stone (Book 1),"Rowling, J.K.",Juvenile Fiction,2015.0,4.47,320.0,5629932.0
Werewolves Don't Run For President,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,2004.0,3.87,96.0,254.0
Chasing the Falconers,Gordon Korman,Juvenile Fiction,2005.0,4.05,154.0,4511.0
The Fugitive Factor,Gordon Korman,Juvenile Fiction,2005.0,4.13,160.0,2464.0
The Stowaway Solution,Gordon Korman,Juvenile Fiction,2005.0,4.11,160.0,2006.0
Public Enemies,Gordon Korman,Juvenile Fiction,2005.0,4.19,150.0,2024.0
Hunting the Hunter,Gordon Korman,Juvenile Fiction,2006.0,4.21,151.0,1892.0
Harry Potter and the Prisoner of Azkaban (Book 3),"Rowling, J.K.",Juvenile Fiction,2015.0,4.55,435.0,2149872.0
Harry Potter,J. K. Rowling,Juvenile Fiction,2004.0,4.78,2690.0,38872.0
Lady Friday,Garth Nix,Juvenile Fiction,2007.0,3.92,320.0,19083.0
Sunny the Yellow Fairy,Daisy Meadows,Juvenile Fiction,2003.0,3.83,67.0,2296.0
Inky the Indigo Fairy,Daisy Meadows,Juvenile Fiction,2006.0,3.79,80.0,1971.0
Heather the Violet Fairy,Daisy Meadows,Juvenile Fiction,2006.0,3.85,80.0,2197.0
Harry Potter and the Half-Blood Prince (Book 6),"Rowling, J.K.",Juvenile Fiction,2015.0,4.56,652.0,1944099.0
The Harry Potter Collection,J. K. Rowling,Juvenile Fiction,2005.0,4.73,3342.0,27410.0
The Abduction,Gordon Korman,Juvenile Fiction,2006.0,3.99,144.0,3232.0
The Rescue,Gordon Korman,Juvenile Fiction,2006.0,4.11,140.0,1818.0
Mister Monday,Garth Nix,Juvenile Fiction,2005.0,3.78,384.0,30795.0
The Trouble with Violet,Anne Mazer,Juvenile Fiction,2007.0,3.9,112.0,221.0
Violet Makes a Splash,Anne Mazer,Juvenile Fiction,2007.0,3.95,112.0,116.0
Guardians of Ga'hoole,Kathryn Lasky,Juvenile Fiction,2006.0,4.25,865.0,595.0
This is Push,David Levithan,Juvenile Fiction,2007.0,3.62,240.0,222.0
The New Centurions,Joseph Wambaugh,Fiction,1987.0,3.93,368.0,2068.0
Suffer the Children,John Saul,Fiction,1989.0,3.91,378.0,27480.0
Tai-Pan,James Clavell,Fiction,1966.0,4.27,734.0,38015.0
Tinsel,William Goldman,Fiction,1980.0,3.18,399.0,253.0
Serenissima,Erica Jong,Fiction,1988.0,3.26,384.0,271.0
An Acceptable Time,Madeleine L'Engle,Juvenile Fiction,1990.0,3.82,343.0,15906.0
Drawing Blood,Poppy Z. Brite,Fiction,1994.0,4.03,416.0,8674.0
Gai-Jin,James Clavell,Fiction,1994.0,3.86,1236.0,10305.0
Drop Shot,Harlan Coben,Fiction,1996.0,3.93,341.0,19585.0
The Fiery Cross,Diana Gabaldon,Fiction,2005.0,4.27,1443.0,120981.0
Number the Stars,Lois Lowry,Juvenile Fiction,1989.0,4.13,137.0,379669.0
Many Waters,Madeleine L'Engle,Juvenile Fiction,1998.0,3.99,310.0,515.0
Demon in My View,Amelia Atwater-Rhodes,Juvenile Fiction,2001.0,4.04,192.0,10803.0
For All Time,Caroline B. Cooney,Juvenile Fiction,2003.0,3.91,261.0,1584.0
Shattered Mirror,Amelia Atwater-Rhodes,Juvenile Fiction,2003.0,4.03,240.0,9290.0
The Testament,John Grisham,Fiction,2000.0,3.85,535.0,85975.0
Gone for Good,Harlan Coben,Fiction,2002.0,4.11,432.0,33601.0
Midnight Predator,Amelia Atwater-Rhodes,Juvenile Fiction,2003.0,4.02,256.0,7939.0
The Subtle Knife,Philip Pullman,Juvenile Fiction,2003.0,4.12,288.0,4587.0
The Amber Spyglass,Philip Pullman,Juvenile Fiction,2003.0,4.09,467.0,219303.0
His Dark Materials,Philip Pullman,Fiction,2003.0,4.26,1088.0,102687.0
Outlander,Diana Gabaldon,Fiction,2005.0,4.22,850.0,627194.0
18 Best Stories,Edgar Allan Poe,Fiction,1965.0,4.02,288.0,395.0
Anastasia on Her Own,Lois Lowry,Juvenile Fiction,1985.0,3.89,160.0,1498.0
Escape from Fire Mountain,Gary Paulsen,Juvenile Fiction,1995.0,3.7,80.0,112.0
"See You Around, Sam!",Lois Lowry,Juvenile Fiction,1998.0,3.68,128.0,235.0
Stay!,Lois Lowry,Juvenile Fiction,1999.0,3.92,128.0,188.0
Tucket's Travels,Gary Paulsen,Juvenile Fiction,2003.0,4.43,560.0,538.0
The Silent Boy,Lois Lowry,Juvenile Fiction,2005.0,3.72,178.0,4933.0
A Wrinkle in Time,Madeleine L'Engle,Juvenile Fiction,1973.0,4.01,211.0,665242.0
Roald Dahl's James and the giant peach,Roald Dahl,Drama,1990.0,4.04,91.0,8.0
Thursday's Children,Rumer Godden,Juvenile Fiction,1987.0,4.27,249.0,338.0
The Hero and the Crown,Robin McKinley,Fiction,1998.0,4.21,227.0,70.0
Rose Daughter,Robin McKinley,Juvenile Fiction,1998.0,3.77,304.0,16756.0
Riddle-master,Patricia A. McKillip,Fiction,1999.0,4.22,578.0,9117.0
Neuromancer,William Gibson,Fiction,2004.0,3.89,384.0,1617.0
Rocket Ship Galileo,Robert Anson Heinlein,Fiction,2004.0,3.71,211.0,6199.0
Deerskin,Robin McKinley,Fiction,2005.0,3.89,384.0,17073.0
Old Twentieth,Joe Haldeman,Fiction,2006.0,3.53,285.0,1138.0
Count Zero,William Gibson,Fiction,2006.0,4.01,308.0,36066.0
The God in the Moon,Richard A. Knaak,Fiction,2006.0,3.72,297.0,57.0
Harrowing the Dragon,Patricia A. McKillip,Fiction,2006.0,3.94,308.0,1567.0
The Eye of Charon,Richard A. Knaak,Fiction,2006.0,3.88,288.0,41.0
Cygnet,Patricia A. McKillip,Fiction,2007.0,4.08,406.0,535.0
Chapterhouse: Dune,Frank Herbert,Fiction,1987.0,3.9,436.0,38651.0
Betcha Can't Read Just One,Alan Dean Foster,Fiction,1993.0,3.88,242.0,49.0
Hard Sell,Piers Anthony,Fiction,1993.0,3.39,268.0,694.0
Killobyte,Piers Anthony,Fiction,1994.0,3.55,312.0,1527.0
Madouc,Jack Vance,Fiction,1991.0,4.15,426.0,1766.0
The 97th Step,Steve Perry,Fiction,1989.0,4.22,304.0,734.0
Robot Adept,Piers Anthony,Fiction,1989.0,3.78,341.0,6092.0
To Sail Beyond the Sunset,Robert A. Heinlein,Fiction,1988.0,3.87,434.0,10140.0
Vision of Tarot,Piers Anthony,Fiction,1987.0,3.46,260.0,1472.0
Heat,William Goldman,Fiction,1986.0,3.38,244.0,236.0
Nothing Lasts Forever,Sidney Sheldon,Fiction,1995.0,3.83,384.0,25396.0
Carrion Comfort,Dan Simmons,Fiction,1990.0,3.9,884.0,15056.0
Summer of Night,Dan Simmons,Fiction,1992.0,4.02,600.0,15327.0
The Collectors,David Baldacci,Fiction,2006.0,4.02,438.0,32713.0
The Red Gloves Collection,Karen Kingsbury,Fiction,2006.0,4.48,640.0,689.0
Where There's Smoke,Sandra Brown,Fiction,1994.0,3.96,512.0,5683.0
Season of the Machete,James Patterson,Fiction,1995.0,3.24,341.0,5401.0
Charade,Sandra Brown,Fiction,1995.0,3.93,496.0,5856.0
Night Train to Memphis,Elizabeth Peters,Fiction,1995.0,4.06,368.0,3788.0
Exclusive,Sandra Brown,Fiction,1997.0,3.96,496.0,5660.0
The Laws of Our Fathers,Scott Turow,Fiction,1997.0,3.75,817.0,3559.0
The Neutronium Alchemist,Peter F. Hamilton,Fiction,1997.0,4.33,592.0,3230.0
Fat Tuesday,Sandra Brown,Fiction,1998.0,3.84,458.0,8024.0
Message in a Bottle,Nicholas Sparks,Fiction,1999.0,3.96,370.0,2714.0
Death of a Gossip,M. C. Beaton,Fiction,1999.0,3.72,179.0,9244.0
Tell Me Your Dreams,Sidney Sheldon,Fiction,1999.0,3.95,384.0,38078.0
Death of an Addict,M. C. Beaton,Fiction,2001.0,3.8,214.0,2840.0
Personal Injuries,Scott Turow,Fiction,2000.0,3.85,528.0,5039.0
Saving Faith,David Baldacci,Fiction,2000.0,3.86,528.0,14862.0
A Highland Christmas,M. C. Beaton,Fiction,2002.0,3.86,160.0,3455.0
The Sky Is Falling,Sidney Sheldon,Fiction,2001.0,3.56,399.0,16782.0
Suzanne's Diary for Nicholas,James Patterson,Fiction,2003.0,4.16,289.0,128191.0
Up Country,Nelson DeMille,Fiction,2003.0,4.02,880.0,14167.0
Reversible Errors,Scott Turow,Fiction,2003.0,3.84,553.0,4943.0
Words of Silk,Sandra Brown,Fiction,2005.0,3.55,224.0,2600.0
Love Beyond Reason,Sandra Brown,Fiction,2005.0,3.64,272.0,1764.0
The Angel Experiment,James Patterson,Fiction,2006.0,4.08,413.0,184133.0
When the Wind Blows,James Patterson,Fiction,2000.0,3.92,416.0,41994.0
Plum Island,Nelson DeMille,Fiction,2002.0,4.04,592.0,34296.0
The Guardian,Nicholas Sparks,Fiction,2005.0,4.15,400.0,144654.0
True Believer,Nicholas Sparks,Fiction,2006.0,3.8,465.0,66639.0
1st to Die,James Patterson,Fiction,2005.0,4.07,424.0,259028.0
The Closers,Michael Connelly,Fiction,2006.0,4.12,432.0,28571.0
The Haunted Bridge,Carolyn Keene,Juvenile Fiction,1972.0,3.92,180.0,7364.0
Anne of Avonlea,Lucy Maud Montgomery,Juvenile Fiction,1990.0,4.22,315.0,79.0
The Mysteries of Sherlock Holmes,Sir Arthur Conan Doyle,Juvenile Fiction,1996.0,4.18,218.0,120.0
Nancy Drew Starter Set,Carolyn Keene,Juvenile Fiction,1998.0,4.25,0.0,2579.0
Lara's Leap of Faith,Alexandra Moss,Juvenile Fiction,2005.0,4.06,144.0,151.0
Isabelle's Perfect Performance,Alexandra Moss,Juvenile Fiction,2005.0,4.05,144.0,124.0
Boys Or Ballet?,Alexandra Moss,Juvenile Fiction,2006.0,3.86,144.0,93.0
In the Beginning,Chaim Potok,Fiction,1997.0,4.08,416.0,2168.0
The Gift of Asher Lev,Chaim Potok,Fiction,1997.0,4.15,384.0,6071.0
Your Oasis on Flame Lake,Lorna Landvik,Fiction,1998.0,3.59,320.0,2140.0
Midnight Voices,John Saul,Fiction,2003.0,3.75,384.0,2696.0
"Lost Boy, Lost Girl",Peter Straub,Fiction,2004.0,3.48,368.0,3940.0
The Bridge at Andau,James A. Michener,Fiction,1985.0,3.94,288.0,1076.0
Drifters,James A. Michener,Fiction,1986.0,4.04,768.0,6037.0
Journey,James A. Michener,Fiction,1994.0,3.8,336.0,1507.0
Driving Force,Dick Francis,Fiction,1993.0,3.96,384.0,2548.0
Asylum,John Saul,Fiction,1997.0,4.1,97.0,908.0
The All-true Travels and Adventures of Lidie Newton,Jane Smiley,Fiction,1998.0,3.57,452.0,2080.0
Davita's Harp,Chaim Potok,Fiction,1996.0,3.98,371.0,4869.0
The Tin Can Tree,Anne Tyler,Fiction,1996.0,3.6,264.0,2325.0
Rabbit at Rest,John Updike,Fiction,1996.0,3.97,608.0,13038.0
'Salem's Lot,Stephen King,Fiction,1976.0,4.01,446.0,399.0
The Dead Zone,Stephen King,Fiction,1980.0,3.92,402.0,145883.0
Fools Die,Mario Puzo,Fiction,1979.0,3.71,544.0,5017.0
The Gunslinger,Stephen King,Fiction,1982.0,3.96,315.0,1826.0
Cujo,Stephen King,Fiction,1982.0,3.7,304.0,2575.0
The Eyes of the Dragon,Stephen King,Fiction,1988.0,3.93,380.0,2849.0
Skeleton Crew,Stephen King,Fiction,1986.0,3.95,566.0,1857.0
It,Stephen King,Fiction,1990.0,4.23,1090.0,293877.0
Night Shift,Stephen King,Fiction,1978.0,3.99,326.0,1273.0
The Waste Lands,Stephen King,Fiction,1993.0,4.24,590.0,983.0
Matters of Choice,Noah Gordon,Fiction,1997.0,3.37,448.0,2548.0
The Bone Collector,Jeffery Deaver,Fiction,1998.0,4.19,528.0,132188.0
Ritual Sins,Anne Stuart,Fiction,1997.0,3.69,396.0,664.0
Devil's Embrace,Catherine Coulter,Fiction,2000.0,3.8,397.0,3319.0
Dead Sleep,Greg Iles,Fiction,2002.0,4.04,452.0,7844.0
The pillars of the earth,Ken Follett,Fiction,2002.0,4.31,973.0,530446.0
Trapped,Greg Iles,Fiction,2002.0,3.99,434.0,313.0
Jackdaws,Ken Follett,Fiction,2002.0,3.95,496.0,352.0
The Key to Rebecca,Ken Follett,Fiction,2003.0,3.88,352.0,18661.0
The Man from St. Petersburg,Ken Follett,Fiction,2003.0,3.87,320.0,15320.0
No Second Chance,Harlan Coben,Fiction,2004.0,4.07,452.0,21141.0
A Case of Need,Michael Crichton,Fiction,2003.0,3.7,416.0,15655.0
The Drawing of the Three,Stephen King,Fiction,2003.0,4.23,463.0,163647.0
On Wings of Eagles,Ken Follett,History,2004.0,3.93,416.0,7462.0
The Innocent,Harlan Coben,Fiction,2006.0,3.96,503.0,20470.0
Dark Lover,J. R. Ward,Fiction,2005.0,4.2,393.0,250693.0
The Godfather,Mario Puzo,Fiction,2005.0,4.37,448.0,177.0
Lover Eternal,J. R. Ward,Fiction,2006.0,4.35,441.0,152091.0
Promise Me,Harlan Coben,Fiction,2007.0,3.98,504.0,20365.0
Lover Awakened,J. R. Ward,Fiction,2006.0,4.45,448.0,141779.0
Belle Ruin,Martha Grimes,Fiction,2006.0,3.51,368.0,1125.0
The Old Wine Shades,Martha Grimes,Fiction,2007.0,3.61,391.0,2566.0
Shadow Lover,Anne Stuart,Fiction,1999.0,3.8,320.0,1105.0
The Medusa Stone,Jack Du Brul,Fiction,2000.0,4.09,464.0,1312.0
Pandora's Curse,Jack Du Brul,Fiction,2001.0,4.17,472.0,1541.0
River of Ruin,Jack Du Brul,Fiction,2002.0,4.19,534.0,1162.0
Deep Fire Rising,Jack Du Brul,Fiction,2003.0,4.17,483.0,1021.0
Jerusalem Inn,Martha Grimes,Fiction,2004.0,3.96,320.0,3429.0
Vulcan's Forge,Jack Du Brul,Fiction,2005.0,3.99,372.0,3296.0
Charon's Landing,Jack Du Brul,Fiction,2006.0,4.07,496.0,1069.0
Robot Visions,Isaac Asimov,Fiction,1991.0,4.22,496.0,7425.0
Dealing in Futures,Joe Haldeman,Fiction,1993.0,3.72,352.0,185.0
The Innkeeper's Song,Peter S. Beagle,Fiction,1993.0,3.89,346.0,1979.0
The River's Gift,Mercedes Lackey,Fiction,1999.0,3.88,128.0,1029.0
Arrowsmith,Sinclair Lewis,Fiction,1998.0,3.81,428.0,5741.0
The Odyssey,Homer,Fiction,1999.0,3.75,304.0,252.0
The Hound of the Baskervilles,Arthur Conan Doyle,Fiction,2001.0,4.1,256.0,178632.0
The Invisible Man,Herbert George Wells,Fiction,2002.0,3.63,192.0,101659.0
The Time Machine,Herbert George Wells,Fiction,2002.0,3.88,118.0,320900.0
"The Adventures of Tom Sawyer, And, Adventures of Huckleberry Finn",Mark Twain,Fiction,2002.0,4.08,520.0,32742.0
The Death of Ivan Ilych and Other Stories,graf Leo Tolstoy,Fiction,2003.0,4.1,304.0,7123.0
Anne of Green Gables,Lucy Maud Montgomery,Fiction,2003.0,4.24,320.0,583568.0
Around the World in Eighty Days,Jules Verne,Fiction,2005.0,3.92,236.0,148.0
David Copperfield,Charles Dickens,Fiction,2006.0,3.98,928.0,352.0
A Portrait of the Artist as a Young Man,James Joyce,Fiction,2006.0,3.61,256.0,417.0
